app,name,compiler,cycles
workload_benchmark,Dynamic SPMV Duration with size 128,llvm,4639
workload_benchmark,Sequential SPMV Duration with size 256,llvm,34817
workload_benchmark,Static SPMV Duration with size 256,llvm,12433
workload_benchmark,Dynamic SPMV Duration with size 256,llvm,10553
workload_benchmark,Sequential SPMV Duration with size 512,llvm,145254
workload_benchmark,Static SPMV Duration with size 512,llvm,54505
workload_benchmark,Dynamic SPMV Duration with size 512,llvm,12361
workload_benchmark,Sequential MM Duration with size 1,llvm,63
workload_benchmark,Parallel MM Duration with size 1,llvm,1169
workload_benchmark,Sequential MM Duration with size 2,llvm,179
workload_benchmark,Parallel MM Duration with size 2,llvm,1096
workload_benchmark,Sequential MM Duration with size 4,llvm,929
workload_benchmark,Parallel MM Duration with size 4,llvm,1291
workload_benchmark,Sequential MM Duration with size 8,llvm,6409
workload_benchmark,Parallel MM Duration with size 8,llvm,1915
workload_benchmark,Sequential MM Duration with size 16,llvm,47993
workload_benchmark,Parallel MM Duration with size 16,llvm,4285
workload_benchmark,Sequential MM Duration with size 32,llvm,371924
workload_benchmark,Parallel MM Duration with size 32,llvm,26547
workload_benchmark,Sequential Dot Product duration with 1 elements,llvm,42
workload_benchmark,Static Dot Product duration with 1 elements,llvm,1056
workload_benchmark,Sequential Dot Product duration with 2 elements,llvm,45
workload_benchmark,Static Dot Product duration with 2 elements,llvm,1048
workload_benchmark,Sequential Dot Product duration with 4 elements,llvm,71
workload_benchmark,Static Dot Product duration with 4 elements,llvm,1024
workload_benchmark,Sequential Dot Product duration with 8 elements,llvm,123
workload_benchmark,Static Dot Product duration with 8 elements,llvm,999
workload_benchmark,Sequential Dot Product duration with 16 elements,llvm,226
workload_benchmark,Static Dot Product duration with 16 elements,llvm,1025
workload_benchmark,Sequential Dot Product duration with 32 elements,llvm,422
workload_benchmark,Static Dot Product duration with 32 elements,llvm,1029
workload_benchmark,Sequential Dot Product duration with 64 elements,llvm,835
workload_benchmark,Static Dot Product duration with 64 elements,llvm,1042
workload_benchmark,Sequential Dot Product duration with 128 elements,llvm,1651
workload_benchmark,Static Dot Product duration with 128 elements,llvm,1054
workload_benchmark,Sequential Dot Product duration with 256 elements,llvm,3283
workload_benchmark,Static Dot Product duration with 256 elements,llvm,1193
workload_benchmark,Sequential Dot Product duration with 512 elements,llvm,6547
workload_benchmark,Static Dot Product duration with 512 elements,llvm,1356
workload_benchmark,Sequential Dot Product duration with 1024 elements,llvm,13075
workload_benchmark,Static Dot Product duration with 1024 elements,llvm,1774
workload_benchmark,Sequential Dot Product duration with 2048 elements,llvm,26123
workload_benchmark,Static Dot Product duration with 2048 elements,llvm,2627
workload_benchmark,Sequential Dot Product duration with 4096 elements,llvm,52243
workload_benchmark,Static Dot Product duration with 4096 elements,llvm,4184
workload_benchmark,res,llvm,660741751
